loinc_num;copra_id;loinc_long_common_name;copra_description;accuracy;is_match;id
53326-5;6;Spezifisches Gewicht von Urin mit automatisiertem Teststreifen;Gewicht des Patienten;100;Nein;1459
5810-7;6;Spezifisches Gewicht von Urin mit Refraktometrie;Gewicht des Patienten;100;Nein;1460
5811-5;6;Spezifisches Gewicht von Urin mit Teststreifen;Gewicht des Patienten;100;Nein;1461
8336-0;6;Körpergewicht [Perzentil] pro Alter;Gewicht des Patienten;61;Nein;1462
14348-7;104258;Spezifisches Gewicht von Peritonealflüssigkeit mit Refraktometrie;Gewicht (kg) ;100;Nein;1463
17608-1;104258;Gewicht [Masse/Zeit] von 48-Stunden-Stuhl;Gewicht (kg) ;100;Nein;1464
17609-9;104258;Gewicht [Masse/Zeit] von 72-Stunden-Stuhl;Gewicht (kg) ;100;Nein;1465
21612-7;104258;Alter - Berichtet;Gewicht (kg) ;62;Nein;1466
25530-7;104258;Gewicht [Masse/Zeit] von 24-Stunden-Stuhl;Gewicht (kg) ;100;Nein;1467
29463-7;104258;Körpergewicht;Gewicht (kg) ;74;Nein;1468
29638-4;104258;Gewicht von Gewebe;Gewicht (kg) ;100;Nein;1469
2964-5;104258;Spezifisches Gewicht von Körperflüssigkeit;Gewicht (kg) ;100;Nein;1470
2965-2;104258;Spezifisches Gewicht von Urin;Gewicht (kg) ;100;Nein;1471
30078-0;104258;Gewicht von Stuhl;Gewicht (kg) ;100;Nein;1472
33247-8;104258;Gewicht von Schweiß;Gewicht (kg) ;100;Nein;1473
44933-0;104258;Spezifisches Gewicht von 24-Stunden-Urin mit Refraktometrie;Gewicht (kg) ;100;Nein;1474
50562-8;104258;Spezifisches Gewicht von Urin mit automatisierter Refraktometrie;Gewicht (kg) ;100;Nein;1475
53326-5;104258;Spezifisches Gewicht von Urin mit automatisiertem Teststreifen;Gewicht (kg) ;100;Nein;1476
5810-7;104258;Spezifisches Gewicht von Urin mit Refraktometrie;Gewicht (kg) ;100;Nein;1477
5811-5;104258;Spezifisches Gewicht von Urin mit Teststreifen;Gewicht (kg) ;100;Nein;1478
8336-0;104258;Körpergewicht [Perzentil] pro Alter;Gewicht (kg) ;61;Nein;1479
12457-8;103045;Volumen von Dialysat;Gialysatrate;70;Nein;1480
13057-5;103045;Thrombozyten [Einheiten/Volumen] in Dialysat;Gialysatrate;61;Nein;1481
13494-0;103045;Volumen von 4-Stunden-Dialysat;Gialysatrate;64;Nein;1482
76689-9;5;Geschlecht, zugewiesen bei Geburt;Geschlecht des Patienten;100;Ja;1445
29463-7;6;Körpergewicht;Gewicht des Patienten;74;Ja;1451
13495-7;103045;Volumen von 24-Stunden-Dialysat;Gialysatrate;64;Nein;1483
2595-7;103045;Magnesium [Mol/Volumen] in Dialysat;Gialysatrate;60;Nein;1484
2775-5;103045;Phosphat [Masse/Volumen] in Dialysat;Gialysatrate;62;Nein;1485
2949-6;103045;Natrium [Mol/Volumen] in Dialysat;Gialysatrate;64;Nein;1486
34938-1;103045;Phosphat [Mol/Volumen] in Dialysat;Gialysatrate;62;Nein;1487
45302-7;103045;Harnstoff [Mol/Volumen] in Dialysat;Gialysatrate;60;Nein;1488
51617-9;103045;Farbe von Dialysat;Gialysatrate;69;Nein;1489
5920-4;103045;Protein [Masse/Volumen] in Dialysat;Gialysatrate;71;Nein;1490
8716-3;103045;Vitalparameter;Gialysatrate;62;Nein;1491
9279-1;1266;Atemfrequenz;Herzfrequenz;75;Nein;1493
26437-4;102533;Funktionstests;Herzfunktionsindex;62;Nein;1495
77599-9;100072;Ergänzende Dokumentation;Herzindex;67;Nein;1496
77599-9;102185;Ergänzende Dokumentation;Herzindex;67;Nein;1497
77599-9;102535;Ergänzende Dokumentation;Herzindex;67;Nein;1498
77599-9;102035;Ergänzende Dokumentation;Herzindex (kontinuirlich) ;67;Nein;1499
8867-4;100250;Herzfrequenz;HFOV Frequenz;64;Nein;1500
9279-1;100250;Atemfrequenz;HFOV Frequenz;64;Nein;1501
12595-5;102530;Estradiol (E2) [Masse/Volumen] in Urin;I:E Exspiration;62;Nein;1502
14692-8;102530;Desipramin [Mol/Volumen] in Urin;I:E Exspiration;60;Nein;1503
14717-3;102530;Estriol (E3) [Mol/Volumen] in Urin;I:E Exspiration;60;Nein;1504
2252-5;102530;Estriol (E3) [Masse/Volumen] in Urin;I:E Exspiration;60;Nein;1505
34286-5;102530;Estradiol (E2) [Mol/Volumen] in Urin;I:E Exspiration;62;Nein;1506
82754-3;106646;Status der Reise;Implementierung für anamnestische Erhebung des Status innerhalb d. Active X Anwendung;67;Nein;1507
12286-1;144;Medikamente identifiziert in Urin mit Screening;Information über gestellte Medikamente pro Tag;100;Nein;1508
12287-9;144;Medikamente identifiziert in Magenflüssigkeit mit Screening;Information über gestellte Medikamente pro Tag;100;Nein;1509
12289-5;144;Medikamente identifiziert in Glaskörperflüssigkeit mit Screening;Information über gestellte Medikamente pro Tag;100;Nein;1510
15401-3;144;Medikamente identifiziert in Blut mit Screening;Information über gestellte Medikamente pro Tag;100;Nein;1511
16793-2;144;Medikamente identifiziert in unbekannter Substanz mit Screening;Information über gestellte Medikamente pro Tag;100;Nein;1512
20785-2;144;Medikamente identifiziert in Serum oder Plasma mit Screening;Information über gestellte Medikamente pro Tag;100;Nein;1513
20786-0;144;Medikamente identifiziert in Gewebe mit Screening;Information über gestellte Medikamente pro Tag;100;Nein;1514
27034-8;144;Medikamente identifiziert in Haar mit Screening;Information über gestellte Medikamente pro Tag;100;Nein;1515
29304-3;144;Abgegebene Medikation;Information über gestellte Medikamente pro Tag;67;Nein;1516
34601-5;144;Medikamente identifiziert in Körperflüssigkeit;Information über gestellte Medikamente pro Tag;100;Nein;1517
41270-0;144;Medikamente identifiziert in Urin;Information über gestellte Medikamente pro Tag;100;Nein;1518
42326-9;144;Medikamente identifiziert in Muttermilch mit Screening;Information über gestellte Medikamente pro Tag;100;Nein;1519
55107-7;144;Anhang - Dokument;Information über gestellte Medikamente pro Tag;63;Nein;1520
18860-7;104403;Amikacin [Empfindlichkeit];Inhalte der Prämedikation;60;Nein;1521
19817-6;104403;Komplikationen;Inhalte der Prämedikation;62;Nein;1522
29304-3;104403;Abgegebene Medikation;Inhalte der Prämedikation;91;Nein;1523
42346-7;104403;Medikation bei Aufnahme - Freitext;Inhalte der Prämedikation;71;Nein;1524
60590-7;104403;Abgegebene Medikation.kurz - Dokument;Inhalte der Prämedikation;61;Nein;1525
33045-6;100106;Respiratorisches Synzytial-Virus Antigen [Nachweis] in Nase;Inspiratorische Druckunterstützung [inspiratory pressure support] (IPS) bzw. assisted spontaneuous breathig (ASB);60;Nein;1526
76213-8;107986;Diastolischer Blutdruck invasiv;Inspiratorischer Druck;60;Nein;1527
76213-8;108024;Diastolischer Blutdruck invasiv;Inspiratorischer Druck;60;Nein;1528
76215-3;107986;Systolischer Blutdruck invasiv;Inspiratorischer Druck;69;Nein;1529
76215-3;108024;Systolischer Blutdruck invasiv;Inspiratorischer Druck;69;Nein;1530
8462-4;107986;Diastolischer Blutdruck;Inspiratorischer Druck;71;Nein;1531
8462-4;108024;Diastolischer Blutdruck;Inspiratorischer Druck;71;Nein;1532
8480-6;107986;Systolischer Blutdruck;Inspiratorischer Druck;68;Nein;1533
8480-6;108024;Systolischer Blutdruck;Inspiratorischer Druck;68;Nein;1534
34964-7;104234;Osmotische Resistenz [Interpretation] von Erythrozyten;Inspiratorische Resistenz ;62;Nein;1535
4667-2;104234;Osmotische Resistenz von Erythrozyten;Inspiratorische Resistenz ;62;Nein;1536
103-2;104739;Ceforanid [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Desfluran Konzentration.;60;Nein;1537
140-4;104739;Ceftriaxon [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Desfluran Konzentration.;60;Nein;1538
334-3;104739;Minocyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Desfluran Konzentration.;60;Nein;1539
338-4;104739;Miocamycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Desfluran Konzentration.;60;Nein;1540
358-2;104739;Netilmicin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Desfluran Konzentration.;60;Nein;1541
427-5;104739;Rifampicin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Desfluran Konzentration.;60;Nein;1542
439-0;104739;Rosoxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Desfluran Konzentration.;60;Nein;1543
447-3;104739;Sisomicin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Desfluran Konzentration.;63;Nein;1544
8867-4;1266;Herzfrequenz;Herzfrequenz;100;Ja;1492
8867-4;102168;Herzfrequenz;HerzfrequenzHerzfrequenz;67;Ja;1494
455-6;104739;Spiramycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Desfluran Konzentration.;62;Nein;1545
491-1;104739;Temocillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Desfluran Konzentration.;60;Nein;1546
507-4;104739;Tobramycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Desfluran Konzentration.;62;Nein;1547
511-6;104739;Trimethoprim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Desfluran Konzentration.;60;Nein;1548
523-1;104739;Vancomycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Desfluran Konzentration.;60;Nein;1549
83-6;104739;Cefaclor [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Desfluran Konzentration.;61;Nein;1550
103-2;104735;Ceforanid [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Enfluran Konzentration.;61;Nein;1551
140-4;104735;Ceftriaxon [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Enfluran Konzentration.;60;Nein;1552
318-6;104735;Methacyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Enfluran Konzentration.;60;Nein;1553
334-3;104735;Minocyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Enfluran Konzentration.;60;Nein;1554
338-4;104735;Miocamycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Enfluran Konzentration.;60;Nein;1555
358-2;104735;Netilmicin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Enfluran Konzentration.;60;Nein;1556
362-4;104735;Nitrofurantoin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Enfluran Konzentration.;60;Nein;1557
366-5;104735;Norfloxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Enfluran Konzentration.;60;Nein;1558
427-5;104735;Rifampicin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Enfluran Konzentration.;60;Nein;1559
439-0;104735;Rosoxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Enfluran Konzentration.;61;Nein;1560
447-3;104735;Sisomicin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Enfluran Konzentration.;63;Nein;1561
455-6;104735;Spiramycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Enfluran Konzentration.;63;Nein;1562
483-8;104735;Teicoplanin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Enfluran Konzentration.;60;Nein;1563
491-1;104735;Temocillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Enfluran Konzentration.;60;Nein;1564
495-2;104735;Tetracyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Enfluran Konzentration.;60;Nein;1565
499-4;104735;Ticarcillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Enfluran Konzentration.;60;Nein;1566
507-4;104735;Tobramycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Enfluran Konzentration.;63;Nein;1567
511-6;104735;Trimethoprim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Enfluran Konzentration.;61;Nein;1568
523-1;104735;Vancomycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Enfluran Konzentration.;60;Nein;1569
6643-1;104735;Cefepim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Enfluran Konzentration.;60;Nein;1570
79-4;104735;Cefixim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Enfluran Konzentration.;60;Nein;1571
83-6;104735;Cefaclor [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Enfluran Konzentration.;62;Nein;1572
99-2;104735;Cefoperazon [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Enfluran Konzentration.;60;Nein;1573
148-7;104733;Cephalexin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;60;Nein;1574
156-0;104733;Cephaloridin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;61;Nein;1575
160-2;104733;Cephalothin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;64;Nein;1576
164-4;104733;Cephapirin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;60;Nein;1577
168-5;104733;Cephradin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;61;Nein;1578
240-2;104733;Ethambutol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;60;Nein;1579
261-8;104733;Fusidat [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;60;Nein;1580
274-1;104733;Hetacillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;60;Nein;1581
3150-0;104733;Inhalierte Sauerstoffkonzentration;Inspiratorisch gemessene Halothan Konzentration. ;62;Nein;1582
318-6;104733;Methacyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;62;Nein;1583
322-8;104733;Methicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;60;Nein;1584
334-3;104733;Minocyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;60;Nein;1585
338-4;104733;Miocamycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;60;Nein;1586
358-2;104733;Netilmicin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;60;Nein;1587
362-4;104733;Nitrofurantoin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;60;Nein;1588
366-5;104733;Norfloxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;60;Nein;1589
39-8;104733;Azlocillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;60;Nein;1590
427-5;104733;Rifampicin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;60;Nein;1591
439-0;104733;Rosoxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;61;Nein;1592
447-3;104733;Sisomicin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;63;Nein;1593
455-6;104733;Spiramycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;63;Nein;1594
483-8;104733;Teicoplanin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;60;Nein;1595
491-1;104733;Temocillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;60;Nein;1596
495-2;104733;Tetracyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;60;Nein;1597
499-4;104733;Ticarcillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;60;Nein;1598
507-4;104733;Tobramycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;63;Nein;1599
511-6;104733;Trimethoprim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;61;Nein;1600
523-1;104733;Vancomycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;60;Nein;1601
83-6;104733;Cefaclor [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Halothan Konzentration. ;62;Nein;1602
374-9;104741;Ofloxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Inspiratorisch gemessene Sevofluran Konzentration.;60;Nein;1603
81324-6;108157;Glucose-Toleranz über 2 Stunden in der Schwangerschaft (Liste) - Serum oder Plasma;Insulinapplikation während der Schwangerschaft;61;Nein;1604
81324-6;108158;Glucose-Toleranz über 2 Stunden in der Schwangerschaft (Liste) - Serum oder Plasma;Insulinapplikation während der Schwangerschaft;61;Nein;1605
90767-5;108157;Übersicht der Schwangerschaft - Dokument;Insulinapplikation während der Schwangerschaft;63;Nein;1606
90767-5;108158;Übersicht der Schwangerschaft - Dokument;Insulinapplikation während der Schwangerschaft;63;Nein;1607
11564-2;101444;Intrinsic Factor Antikörper [Einheiten/Volumen] in Serum;Intrinsic PEEP;78;Nein;1608
24383-2;101444;Intrinsic Factor Antikörper [Nachweis] in Serum mit Immunoassay;Intrinsic PEEP;78;Nein;1609
30530-0;101444;Intrinsic Factor Antikörper [Nachweis] in Serum;Intrinsic PEEP;78;Nein;1610
5233-2;101444;Intrinsic Factor Antikörper [Nachweis] in Serum mit Radioimmunoassay;Intrinsic PEEP;78;Nein;1611
3150-0;103150;Inhalierte Sauerstoffkonzentration;Isolierte Ultrafiltration;61;Nein;1612
3150-0;103151;Inhalierte Sauerstoffkonzentration;Isolierte Ultrafiltration;61;Nein;1613
8310-5;105043;Körpertemperatur;kontrollierte Wassertemperatur, gemessener Wert;62;Nein;1614
8330-3;105043;Körpertemperatur - Intravaskulär;kontrollierte Wassertemperatur, gemessener Wert;62;Nein;1615
8289-1;108502;Kopfumfang okzipital-frontal Perzentil;Kopfumfang bit cm;83;Nein;1616
8289-1;11;Kopfumfang okzipital-frontal Perzentil;Kopfumfang des Patienten in Zentimetern;100;Nein;1618
8289-1;101763;Kopfumfang okzipital-frontal Perzentil;Kopfumfang des Patienten (Kinder);74;Nein;1620
29463-7;101324;Körpergewicht;Körperoberfläche des Patienten (fallbezogen);62;Nein;1622
3140-1;101324;Körperoberfläche abgeleitet aus Formel;Körperoberfläche des Patienten (fallbezogen);100;Nein;1623
55286-9;101324;Körperliche Untersuchung nach Körperbereichen;Körperoberfläche des Patienten (fallbezogen);62;Nein;1624
8278-4;101324;Formel zur Berechnung der Körperoberfläche;Körperoberfläche des Patienten (fallbezogen);100;Nein;1625
8302-2;101324;Körpergröße;Körperoberfläche des Patienten (fallbezogen);64;Nein;1626
8303-0;101324;Körpergröße [Perzentil];Körperoberfläche des Patienten (fallbezogen);64;Nein;1627
29463-7;101422;Körpergewicht;Körperoberfläche des Patienten ohne Fallbezug;62;Nein;1628
3140-1;101422;Körperoberfläche abgeleitet aus Formel;Körperoberfläche des Patienten ohne Fallbezug;100;Nein;1629
