96766-1;117164;GISAID sequence accession-Nummer;P Doku nummer;63
495-2;107867;Tetracyclin minimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
32187-7;102128;Mikroskopische Beobachtung Haut Tzanck-Abstrich;Kopf Haut;62
32187-7;102142;Mikroskopische Beobachtung Haut Tzanck-Abstrich;Haut;100
2827-4;101389;Kalium Schweiß;KaliumZiel;61
2827-4;102481;Kalium Schweiß;KaliumZiel;61
2827-4;102482;Kalium Schweiß;KaliumZiel;61
35083-5;104833;Aminosäuren ( ) - Serum Plasma;Apherese Plasma;63
35083-5;104834;Aminosäuren ( ) - Serum Plasma;Apherese Plasma;63
35083-5;104846;Aminosäuren ( ) - Serum Plasma;Apherese Plasma;63
39980-8;108510;Creatinin Urin Stunde Stimulation;Atmung Stimulation;76
10985-0;104833;Doxapram Serum Plasma;Apherese Plasma;67
10985-0;104834;Doxapram Serum Plasma;Apherese Plasma;67
10985-0;104846;Doxapram Serum Plasma;Apherese Plasma;67
34705-4;102158;Kohlenstoffdioxid Körpertemperatur Blut;Koerpertemperatur;62
27037-1;102721;Calcium/Creatinin -Stunden-Urin;Calcium;100
27037-1;102743;Calcium/Creatinin -Stunden-Urin;Calcium;100
27037-1;103054;Calcium/Creatinin -Stunden-Urin;Calcium;100
29576-6;100079;Bakterielle Empfindlichkeit ( );SM Empfindlichkeit;91
29576-6;103383;Bakterielle Empfindlichkeit ( );Eins Empfindlichkeit;86
29576-6;103388;Bakterielle Empfindlichkeit ( );Empfindlichkeit;100
29576-6;103393;Bakterielle Empfindlichkeit ( );EmpfindlichkeitA;70
29576-6;103394;Bakterielle Empfindlichkeit ( );EmpfindlichkeitV;70
29576-6;103398;Bakterielle Empfindlichkeit ( );Siemens Empfindlichkeit;79
29576-6;103400;Bakterielle Empfindlichkeit ( );Defi Empfindlichkeit;86
18351-7;108510;11-Desoxycortisol Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
12744-9;108157;Insulin Serum Plasma . Probenmaterial Stimulation;Insulin ja;82
12744-9;108158;Insulin Serum Plasma . Probenmaterial Stimulation;Insulin nein;74
12744-9;108510;Insulin Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
12463-6;108510;Corticotropin Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
57828-6;102378;Verschreibungen;Verletzungen;67
57828-6;110841;Verschreibungen;P CoughAssist Verschreibung;62
48497-2;104833;Pro-Hepcidin Serum Plasma;Apherese Plasma;60
48497-2;104834;Pro-Hepcidin Serum Plasma;Apherese Plasma;60
48497-2;104846;Pro-Hepcidin Serum Plasma;Apherese Plasma;60
16666-0;108510;Corticotropin Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
30921-1;106365;Quecksilber Urin gesammelt Zeitraum;G5 SBT Zeitraum;70
30921-1;106366;Quecksilber Urin gesammelt Zeitraum;G5 SBT Zeitraum;70
30921-1;110899;Quecksilber Urin gesammelt Zeitraum;P C3 SBT Zeitraum;64
30921-1;110900;Quecksilber Urin gesammelt Zeitraum;P C3 SBT Zeitraum;64
12286-1;144;Medikamente identifiziert Urin Screening;Medikamente gestellt;71
29747-3;104833;Tocopherole Serum Plasma;Apherese Plasma;62
29747-3;104834;Tocopherole Serum Plasma;Apherese Plasma;62
29747-3;104846;Tocopherole Serum Plasma;Apherese Plasma;62
26619-7;108675;Campylobacter Antikörper Serum;P Antikoerper Mutter;61
27218-7;108158;Chinin Urin;Insulin nein;61
25216-3;108100;Para-Aminosalicylat /mL Methode langsam wachsende Mykobakterien;Para;100
63-8;107861;Cefadroxil minimaler letaler Konzentration (MLK);O2 Konzentration;90
63-8;107864;Cefadroxil minimaler letaler Konzentration (MLK);Doku Atom O2 Konzentration;67
63-8;107867;Cefadroxil minimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
6901-3;108157;Insulin frei Serum Plasma;Insulin ja;82
6901-3;108158;Insulin frei Serum Plasma;Insulin nein;74
2504-9;104253;Eisen Urin;Servoi I E;60
2504-9;104274;Eisen Urin;Servoi I E;60
2343-2;102106;Glucose Dialysat;Dialysatfluß;74
2343-2;102114;Glucose Dialysat;Mess Dialysatfluß;69
2343-2;102631;Glucose Dialysat;Mess Dialysatvolumen;61
2343-2;102690;Glucose Dialysat;Dialysatloesung;71
2343-2;102755;Glucose Dialysat;Dialysat;100
2343-2;102897;Glucose Dialysat;Dialysatfiltrate;62
2343-2;103042;Glucose Dialysat;Dialysatlösung;69
2343-2;103043;Glucose Dialysat;Dialysat;100
2343-2;103045;Glucose Dialysat;BM25 Dialysat;76
2343-2;103095;Glucose Dialysat;Doku Dialysatlösung;65
2343-2;103123;Glucose Dialysat;Dialysat;100
2343-2;103124;Glucose Dialysat;BM25 Dialysat;76
2343-2;104978;Glucose Dialysat;CRRT Dialysat;76
2343-2;104999;Glucose Dialysat;CRRT Dialysat;76
2343-2;105009;Glucose Dialysat;CRRT Dialysatloesung;61
2343-2;107787;Glucose Dialysat;Doku Aussehen Dialysat;67
2343-2;107790;Glucose Dialysat;Doku Dialysat1;67
2343-2;107791;Glucose Dialysat;Doku Dialysat2;67
2343-2;107802;Glucose Dialysat;Dialysat1;64
2343-2;107803;Glucose Dialysat;Dialysat2;64
3033-8;102509;Transcortin Serum;Transport;62
5644-0;30;Ethanol Urin;Behandlung;64
11348-0;106521;Anamnese früherer Krankheiten - Freitext;Anamnese Nein;76
11348-0;106522;Anamnese früherer Krankheiten - Freitext;Anamnese Ja;84
11348-0;106649;Anamnese früherer Krankheiten - Freitext;Anamnese;100
56605-9;108510;11-Desoxycorticosteron Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
2098-2;104833;Cholinesterase Serum Plasma;Apherese Plasma;62
2098-2;104834;Cholinesterase Serum Plasma;Apherese Plasma;62
2098-2;104846;Cholinesterase Serum Plasma;Apherese Plasma;62
11041-1;104913;Creatinin Serum Plasma -- Dialyse;Dialyse Zeit;74
11041-1;110802;Creatinin Serum Plasma -- Dialyse;P Dialyse Zeit;67
11041-1;110818;Creatinin Serum Plasma -- Dialyse;P Dialyse Zeit;67
12637-5;108510;Glucose Peritonealdialysat . Probenmaterial Stimulation;Atmung Stimulation;76
30300-8;1278;Didanosin;Diagnose;71
30300-8;101483;Didanosin;Diagnostik;74
30300-8;102094;Didanosin;ILAAnalogIn;60
30300-8;102377;Didanosin;ICUDiagnosen;67
30300-8;103752;Didanosin;Diagnostik;74
439-0;107861;Rosoxacin minimaler letaler Konzentration (MLK);O2 Konzentration;90
439-0;107864;Rosoxacin minimaler letaler Konzentration (MLK);Doku Atom O2 Konzentration;67
439-0;107867;Rosoxacin minimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
29999-0;104833;Xylose Serum Plasma;Apherese Plasma;65
29999-0;104834;Xylose Serum Plasma;Apherese Plasma;65
29999-0;104846;Xylose Serum Plasma;Apherese Plasma;65
79607-8;104833;Saccharopin Serum Plasma;Apherese Plasma;62
79607-8;104834;Saccharopin Serum Plasma;Apherese Plasma;62
79607-8;104846;Saccharopin Serum Plasma;Apherese Plasma;62
70867-7;100999;Rabies-Virus-Stamm identifiziert Probenmaterial Sequenzierung;Stamm;100
46403-2;108157;Cortisol Serum Plasma Stunden Dosis Insulin intravenös;Insulin ja;82
46403-2;108158;Cortisol Serum Plasma Stunden Dosis Insulin intravenös;Insulin nein;74
395-4;107861;Penicillinminimaler letaler Konzentration (MLK);O2 Konzentration;90
395-4;107864;Penicillinminimaler letaler Konzentration (MLK);Doku Atom O2 Konzentration;67
395-4;107867;Penicillinminimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
14875-9;104833;Phenylalanin Serum Plasma;Apherese Plasma;60
14875-9;104834;Phenylalanin Serum Plasma;Apherese Plasma;60
14875-9;104846;Phenylalanin Serum Plasma;Apherese Plasma;60
8302-2;100085;Körpergröße;Pacergeräte;67
8302-2;100356;Körpergröße;Koerperpflege;67
43578-4;107985;Komplement C3 Peritonealflüssigkeit;P C3;67
43578-4;107992;Komplement C3 Peritonealflüssigkeit;P C3;67
43578-4;108010;Komplement C3 Peritonealflüssigkeit;P C3;67
43578-4;110828;Komplement C3 Peritonealflüssigkeit;P C3;67
43578-4;110831;Komplement C3 Peritonealflüssigkeit;P C3;67
17560-4;102107;Salicylate Magenflüssigkeit;PatFluessigkeitRate;62
17560-4;102113;Salicylate Magenflüssigkeit;Mess PatFluessigkeitRate;60
40747-8;104816;Komplement C2 Serum Plasma;C2;100
40747-8;104822;Komplement C2 Serum Plasma;C2;100
40747-8;104823;Komplement C2 Serum Plasma;C2;100
40747-8;106283;Komplement C2 Serum Plasma;C2;100
34133-9;102624;Zusammenfassung Behandlungsepisode - Notiz;Mess BehandlungsZeit;63
49009-4;108510;Noradrenalin Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
2669-0;104833;Normetanephrin Serum Plasma;Apherese Plasma;62
2669-0;104834;Normetanephrin Serum Plasma;Apherese Plasma;62
2669-0;104846;Normetanephrin Serum Plasma;Apherese Plasma;62
51680-7;108510;17-Hydroxyprogesteron Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
54917-0;102699;Lysozym Pleuraflüssigkeit;Dialysierfluessigke;60
9353-4;104833;Baclofen Serum Plasma;Apherese Plasma;61
9353-4;104834;Baclofen Serum Plasma;Apherese Plasma;61
9353-4;104846;Baclofen Serum Plasma;Apherese Plasma;61
30931-0;106365;Blei Urin gesammelt Zeitraum;G5 SBT Zeitraum;70
30931-0;106366;Blei Urin gesammelt Zeitraum;G5 SBT Zeitraum;70
30931-0;110899;Blei Urin gesammelt Zeitraum;P C3 SBT Zeitraum;64
30931-0;110900;Blei Urin gesammelt Zeitraum;P C3 SBT Zeitraum;64
270-9;107861;Gramicidinminimaler letaler Konzentration (MLK);O2 Konzentration;90
270-9;107864;Gramicidinminimaler letaler Konzentration (MLK);Doku Atom O2 Konzentration;67
270-9;107867;Gramicidinminimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
56522-6;108510;17-Hydroxypregnenolon Serum Plasma Minuten Stimulation;Atmung Stimulation;76
27828-3;108157;Insulin Serum Plasma Stunden Stimulation;Insulin ja;82
27828-3;108158;Insulin Serum Plasma Stunden Stimulation;Insulin nein;74
27828-3;108510;Insulin Serum Plasma Stunden Stimulation;Atmung Stimulation;76
57335-2;102721;Calcium -Stunden-Urin;Calcium;100
57335-2;102743;Calcium -Stunden-Urin;Calcium;100
57335-2;103054;Calcium -Stunden-Urin;Calcium;100
57335-2;105006;Calcium -Stunden-Urin;CRRT CalciumLoesung;62
3151-8;100808;Inhalierter Sauerstoff - Flussrate;Sauerstoff;100
3151-8;101481;Inhalierter Sauerstoff - Flussrate;Sauerstoff;100
3151-8;102942;Inhalierter Sauerstoff - Flussrate;G5 Sauerstoff;87
3151-8;104804;Inhalierter Sauerstoff - Flussrate;MS C2 Sauerstoff;77
3151-8;104808;Inhalierter Sauerstoff - Flussrate;C2 Sauerstoff;87
3151-8;105103;Inhalierter Sauerstoff - Flussrate;Sauerstoff RespirationBarValue;65
3151-8;106641;Inhalierter Sauerstoff - Flussrate;T1 Sauerstoff;87
3151-8;107811;Inhalierter Sauerstoff - Flussrate;Sauerstoff;100
3151-8;107980;Inhalierter Sauerstoff - Flussrate;P C3 Sauerstoff;80
3151-8;108012;Inhalierter Sauerstoff - Flussrate;P MS C3 Sauerstoff;71
3151-8;110866;Inhalierter Sauerstoff - Flussrate;Heimbeatmung Sauerstoff;61
15280-1;108675;Muskatblüte IgE-Antikörper Serum;P Antikoerper Mutter;64
6149-9;108157;Porcines Insulin IgE-Antikörper Serum;Insulin ja;82
6149-9;108158;Porcines Insulin IgE-Antikörper Serum;Insulin nein;74
12716-7;108510;17-Hydroxyprogesteron Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
1744-2;103592;Alanin-Aminotransferase Serum Plasma Zusatz P-5'-P;Zusatz;100
47172-2;108510;Noradrenalin Urin . Probenmaterial Stimulation;Atmung Stimulation;76
47923-8;108510;Somatotropin Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
475-4;107861;Sulfonamid minimaler letaler Konzentration (MLK);O2 Konzentration;90
475-4;107864;Sulfonamid minimaler letaler Konzentration (MLK);Doku Atom O2 Konzentration;67
475-4;107867;Sulfonamid minimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
29684-8;108675;Rickettsia typhi Antikörper Serum;P Antikoerper Mutter;62
1609-7;108157;Prolaktin Serum Plasma ,5 Stunden Dosis Insulin intravenös;Insulin ja;82
1609-7;108158;Prolaktin Serum Plasma ,5 Stunden Dosis Insulin intravenös;Insulin nein;74
57434-3;102139;Leber-Nieren-Mikrosomen-1 Antikörper Serum Immunfluoreszenztest;Abdomen Nieren;60
32559-7;104272;Tau-Protein Serum;Servoi Tpause Prozent;68
12654-0;108510;Glucose Serum Plasma Minuten Stimulation;Atmung Stimulation;76
4649-0;103646;Interferon Serum;internerPacer;62
4649-0;108666;Interferon Serum;P Intervention;60
46417-2;100203;Prothrombinzeit (PT) Kapillarblut Gerinnungstest;PT;100
46417-2;100676;Prothrombinzeit (PT) Kapillarblut Gerinnungstest;PT;100
18387-1;104833;Diamorphin Serum Plasma;Apherese Plasma;63
18387-1;104834;Diamorphin Serum Plasma;Apherese Plasma;63
18387-1;104846;Diamorphin Serum Plasma;Apherese Plasma;63
16109-1;108510;Prolaktin Serum Plasma Stunden Stimulation;Atmung Stimulation;76
25574-5;108510;C-Peptid Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
12982-5;108510;Vasopressin Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
16656-1;108510;Corticotropin Plasma Radioimmunoassay Minuten Stimulation;Atmung Stimulation;76
3687-1;104833;Ibuprofen Serum Plasma;Apherese Plasma;65
3687-1;104834;Ibuprofen Serum Plasma;Apherese Plasma;65
3687-1;104846;Ibuprofen Serum Plasma;Apherese Plasma;65
57533-2;108510;17-Hydroxyprogesteron Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
1398-7;108157;Cortisol Serum Plasma ,5 Stunden Dosis Insulin intravenös;Insulin ja;82
1398-7;108158;Cortisol Serum Plasma ,5 Stunden Dosis Insulin intravenös;Insulin nein;74
16526-6;102721;Calcium/Protein Serum Plasma;Calcium;100
16526-6;102743;Calcium/Protein Serum Plasma;Calcium;100
16526-6;103054;Calcium/Protein Serum Plasma;Calcium;100
16526-6;104833;Calcium/Protein Serum Plasma;Apherese Plasma;60
16526-6;104834;Calcium/Protein Serum Plasma;Apherese Plasma;60
16526-6;104846;Calcium/Protein Serum Plasma;Apherese Plasma;60
16526-6;107934;Calcium/Protein Serum Plasma;P ADS MS ADS Calcium postFilter;65
16526-6;107935;Calcium/Protein Serum Plasma;P ADS MS ADS Calcium preFilter;67
620-5;102128;Bakterien identifiziert Haut aerober Kultur;Kopf Haut;62
620-5;102142;Bakterien identifiziert Haut aerober Kultur;Haut;100
48786-8;108510;Renin Plasma Minuten Stimulation;Atmung Stimulation;76
5659-8;103145;Gold Serum Plasma;Doku Plasmalösung;61
16157-0;108510;Gastrin Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
14637-3;102721;Calcium -Stunden-Urin;Calcium;100
14637-3;102743;Calcium -Stunden-Urin;Calcium;100
14637-3;103054;Calcium -Stunden-Urin;Calcium;100
14637-3;105006;Calcium -Stunden-Urin;CRRT CalciumLoesung;62
29265-6;102721;Calcium Albumin-korrigiert Serum Plasma;Calcium;100
29265-6;102743;Calcium Albumin-korrigiert Serum Plasma;Calcium;100
29265-6;103054;Calcium Albumin-korrigiert Serum Plasma;Calcium;100
2964-5;6;Spezifisches Gewicht Körperflüssigkeit;Gewicht;100
2964-5;104258;Spezifisches Gewicht Körperflüssigkeit;Servoi Gewicht;67
2964-5;110904;Spezifisches Gewicht Körperflüssigkeit;P Gewicht;88
1747-5;102699;Albumin Körperflüssigkeit;Dialysierfluessigke;62
14665-4;103145;Kupfer Serum Plasma;Doku Plasmalösung;63
14665-4;104833;Kupfer Serum Plasma;Apherese Plasma;71
14665-4;104834;Kupfer Serum Plasma;Apherese Plasma;71
14665-4;104846;Kupfer Serum Plasma;Apherese Plasma;71
26438-2;101607;Zytologie;Neurologie;63
9471-4;102491;Fluorid Wasser;Oxidationswasser;60
9471-4;108279;Fluorid Wasser;Fruchtwasser blutig;61
9471-4;108281;Fluorid Wasser;Fruchtwasser;62
12521-1;108510;Katecholamine Urin . Probenmaterial Stimulation;Atmung Stimulation;76
27256-7;102107;Aspartat Amnionflüssigkeit;PatFluessigkeitRate;64
8217-2;104833;Opiate Serum Plasma;Apherese Plasma;65
8217-2;104834;Opiate Serum Plasma;Apherese Plasma;65
8217-2;104846;Opiate Serum Plasma;Apherese Plasma;65
18776-5;30;Behandlungsplan - Notiz;Behandlung;65
18776-5;103018;Behandlungsplan - Notiz;MS Behandlungszeit;62
18776-5;105122;Behandlungsplan - Notiz;F Dekanuelierungsplan;62
9389-8;104833;Pseudoephedrin Serum Plasma;Apherese Plasma;62
9389-8;104834;Pseudoephedrin Serum Plasma;Apherese Plasma;62
9389-8;104846;Pseudoephedrin Serum Plasma;Apherese Plasma;62
19242-7;108510;Corticotropin Plasma -- Stimulation;Atmung Stimulation;76
1612-1;108157;Prolaktin Serum Plasma Stunde Dosis Insulin intravenös;Insulin ja;82
1612-1;108158;Prolaktin Serum Plasma Stunde Dosis Insulin intravenös;Insulin nein;74
27837-4;108510;Somatotropin Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
15207-4;100081;Natrium Stuhl;SM Output Atrium;62
15207-4;102596;Natrium Stuhl;Natrium;100
15207-4;102638;Natrium Stuhl;Mess Natrium;74
15207-4;102660;Natrium Stuhl;NatriumProfil;62
15207-4;102669;Natrium Stuhl;Mess esNatrium;67
15207-4;102670;Natrium Stuhl;Mess BasisNatrium;60
15207-4;102676;Natrium Stuhl;Natrium;100
15207-4;102680;Natrium Stuhl;NatriumProfil;62
15207-4;103167;Natrium Stuhl;MS Natrium;82
15207-4;103226;Natrium Stuhl;Natrium;100
15207-4;103228;Natrium Stuhl;NatriumProfil;62
15207-4;103242;Natrium Stuhl;Natrium;100
63895-7;102941;Stillstatus;SubstituatBolus;62
63895-7;102979;Stillstatus;SubstituatBolus;62
63895-7;103183;Stillstatus;Substituatbolus;62
63895-7;103232;Stillstatus;Substituatbolus;62
63895-7;104903;Stillstatus;Substituatbolus;62
63895-7;104927;Stillstatus;Substituatbolus;62
40250-3;108510;Creatinin Serum Plasma Stunde Stimulation;Atmung Stimulation;76
25459-9;104833;Blei Serum Plasma;Apherese Plasma;62
25459-9;104834;Blei Serum Plasma;Apherese Plasma;62
25459-9;104846;Blei Serum Plasma;Apherese Plasma;62
32311-3;108510;Cortisol Serum Plasma Stunde Stimulation;Atmung Stimulation;76
12826-4;108510;Prolaktin Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
12459-4;108510;Corticotropin Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
18485-3;108675;Mi-2 Antikörper Serum;P Antikoerper Mutter;65
5622-6;104833;Chrom Serum Plasma;Apherese Plasma;67
5622-6;104834;Chrom Serum Plasma;Apherese Plasma;67
5622-6;104846;Chrom Serum Plasma;Apherese Plasma;67
57835-1;102755;Aussehen Dialysat;Dialysat;100
57835-1;103043;Aussehen Dialysat;Dialysat;100
57835-1;103045;Aussehen Dialysat;BM25 Dialysat;76
57835-1;103123;Aussehen Dialysat;Dialysat;100
57835-1;103124;Aussehen Dialysat;BM25 Dialysat;76
57835-1;104978;Aussehen Dialysat;CRRT Dialysat;76
57835-1;104999;Aussehen Dialysat;CRRT Dialysat;76
57835-1;107787;Aussehen Dialysat;Doku Aussehen Dialysat;100
57835-1;107802;Aussehen Dialysat;Dialysat1;62
57835-1;107803;Aussehen Dialysat;Dialysat2;62
16892-2;108510;Gastrin Serum Plasma Minuten Stimulation;Atmung Stimulation;76
14272-9;102139;Leber-Nieren-Mikrosomen Antikörper Serum;Abdomen Nieren;60
25668-5;108510;Glucose Serum Plasma Stunden Stimulation;Atmung Stimulation;76
56613-3;108510;11-Desoxycorticosteron Serum Plasma ,5 Stunden Stimulation;Atmung Stimulation;76
10164-2;106521;Anamnese Krankheit - Freitext;Anamnese Nein;76
10164-2;106522;Anamnese Krankheit - Freitext;Anamnese Ja;84
10164-2;106523;Anamnese Krankheit - Freitext;Anamnese Tetanusschutz Nein;67
10164-2;106524;Anamnese Krankheit - Freitext;Anamnese Tetanusschutz;65
10164-2;106525;Anamnese Krankheit - Freitext;Anamnese Tetanusschutz Ja;62
10164-2;106649;Anamnese Krankheit - Freitext;Anamnese;100
3977-6;104833;Prazepam Serum Plasma;Apherese Plasma;67
3977-6;104834;Prazepam Serum Plasma;Apherese Plasma;67
3977-6;104846;Prazepam Serum Plasma;Apherese Plasma;67
2483-6;108157;Insulin- Wachstumsfaktor Bindungsprotein Serum Plasma;Insulin ja;82
2483-6;108158;Insulin- Wachstumsfaktor Bindungsprotein Serum Plasma;Insulin nein;74
14633-2;104833;C-Peptid Serum Plasma;Apherese Plasma;61
14633-2;104834;C-Peptid Serum Plasma;Apherese Plasma;61
14633-2;104846;C-Peptid Serum Plasma;Apherese Plasma;61
11064-3;104913;Harnstoff-Stickstoff Serum Plasma -- Dialyse;Dialyse Zeit;74
11064-3;110802;Harnstoff-Stickstoff Serum Plasma -- Dialyse;P Dialyse Zeit;67
11064-3;110818;Harnstoff-Stickstoff Serum Plasma -- Dialyse;P Dialyse Zeit;67
29239-1;104913;Trijodthyronin (T3) frei Serum Plasma Dialyse;Dialyse Zeit;74
29239-1;110802;Trijodthyronin (T3) frei Serum Plasma Dialyse;P Dialyse Zeit;67
29239-1;110818;Trijodthyronin (T3) frei Serum Plasma Dialyse;P Dialyse Zeit;67
10567-6;102729;Citrat Sperma;Citrat;100
10567-6;103053;Citrat Sperma;Citrat;100
10567-6;113047;Citrat Sperma;CRRT praeF;61
10567-6;113048;Citrat Sperma;CRRT praeF;61
10567-6;114052;Citrat Sperma;CRRT MS praeF;62
32133-1;104833;Lactat venösem Plasma;Apherese Plasma;63
32133-1;104834;Lactat venösem Plasma;Apherese Plasma;63
32133-1;104846;Lactat venösem Plasma;Apherese Plasma;63
44464-6;102128;Herpes-simplex-Virus Typ Haut erregerspezifischer Kultur;Kopf Haut;62
44464-6;102142;Herpes-simplex-Virus Typ Haut erregerspezifischer Kultur;Haut;100
463-0;107861;Sulfadiazin minimaler letaler Konzentration (MLK);O2 Konzentration;90
463-0;107864;Sulfadiazin minimaler letaler Konzentration (MLK);Doku Atom O2 Konzentration;67
463-0;107867;Sulfadiazin minimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
19149-4;103750;Rifabutin;Reanimation;60
40101-8;108510;aPTT thrombozytenarmem Plasma Gerinnungstest Minuten Stimulation;Atmung Stimulation;76
54398-3;108510;Glucose Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
25808-7;108510;Trijodthyronin (T3) frei Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
22760-3;103069;Kalium Serum Plasma;ADM Plasmavolumen;61
22760-3;103085;Kalium Serum Plasma;ADM Plasmavolumen;61
22760-3;103145;Kalium Serum Plasma;Doku Plasmalösung;63
25646-1;108510;Follitropin Serum Plasma . International Reference Preparation . Probenmaterial Stimulation;Atmung Stimulation;76
25425-0;104833;Gabapentin Serum Plasma;Apherese Plasma;63
