9271-8	10M Apgar Score
31113-4	HLA-DR+ Cells NFr Bld
32751-0	HLA-DR+ Cells NFr Spec
51643-5	HL Retics #
51642-7	HL Retics NFr
40980-5	hMPV IgG Ser Ql IA
82165-2	hMPV RNA Nph Ql NAA+non-probe
77024-8	hMPV RNA Nph Ql NAA+probe
53249-9	hMPV RNA # Spec NAA+probe
38917-1	hMPV RNA Spec Ql NAA+probe
39602-8	Hmtr Epith IgE/IgE total %
6135-8	Hmtr Epith IgE Qn
15765-1	Hmtr Epith IgE RAST Ql
52754-9	HMWK activity Act/Nor PPP
3276-3	HMWK PPP-aCnc
72160-5	Holo-TC-II Ser-sCnc
55875-9	Homocitrulline CSF-sCnc
55876-7	Homocitrulline SerPl-sCnc
40997-9	Honey bee IgE/IgE total %
6844-5	Honey bee IgE Qn
15570-5	Honey bee IgE RAST Ql
26407-7	Honey bee IgG4 Qn
26408-5	Honey bee IgG4 RAST Ql
49739-6	Honey bee IgG-mCnc
6727-2	Honey bee IgG Qn
44298-8	Honey bee IgG RAST Ql
7412-0	Honey IgE Qn
15777-6	Honey IgE RAST Ql
6141-6	Hop IgE Qn
15779-2	Hop IgE RAST Ql
7414-6	Hop IgG Qn
7416-1	Horn beam IgE Qn
15780-0	Horn beam IgE RAST Ql
15281-9	Horse Bot Fly IgE Qn
25414-4	Horse Bot Fly IgE RAST Ql
30983-1	Horse Chestnut IgE Ql
7220-7	Horse Chestnut IgE Qn
15630-7	Horse Chestnut IgE RAST Ql
39550-9	Horse Dander IgE/IgE total %
6143-2	Horse Dander IgE Qn
15784-2	Horse Dander IgE RAST Ql
56456-7	Horse Dander IgG4-mCnc
6144-0	Horse Fly IgE Qn
15717-2	Horse Fly IgE RAST Ql
30088-9	Horse Hair+Dander IgE Qn
19743-4	Horse Meat IgE Qn
25442-5	Horse Meat IgE RAST Ql
10935-5	Horse Serum Prot IgE Qn
15786-7	Horse Serum Prot IgE RAST Ql
34105-7	Hosp D/C sum
8653-8	Hosp Discharge instruct
8656-1	Hospital admission date
8649-6	Hospital discharge date
8654-6	Hospital discharge medications
10184-0	Hospital discharge physical findings
9828-5	House Dust Greer IgE Qn
15789-1	House Dust Greer IgE RAST Ql
7424-5	House Dust Greer IgG Qn
21344-7	House Dust Greer IgG RAST Ql
7425-2	House Dust HS IgE Qn
15791-7	House Dust HS IgE RAST Ql
7426-0	House Dust HS IgG Qn
6145-7	House Dust IgE Qn
7793-3	Howell-Jolly Bod Bld Ql Smear
88890-9	HPIV 1+2+3+4 RNA Nph Ql NAA+non-probe
50692-3	HPIV1+2+3 Ab Titr Ser CF
7978-0	HPIV1 Ab Ser-aCnc
24293-3	HPIV1 Ab sp1 Titr Ser
24219-8	HPIV1 Ab sp1 Titr Ser CF
42984-5	HPIV1 Ab sp2 Titr Ser
25297-3	HPIV1 Ab sp2 Titr Ser CF
43203-9	HPIV1 Ab Titr CSF CF
29417-3	HPIV1 Ab Titr Fld
22437-8	HPIV1 Ab Titr Ser
5268-8	HPIV1 Ab Titr Ser CF
38396-8	HPIV1 Ag Nose Ql IF
5869-3	HPIV1 Ag Spec Ql IF
5868-5	HPIV1 Ag Throat Ql IF
15389-0	HPIV1 IgG Ser Ql
15390-8	HPIV1 IgM Ser Ql
76084-3	HPIV1 RNA Nph Ql NAA+probe
53252-3	HPIV1 RNA # Spec NAA+probe
29908-1	HPIV1 RNA Spec Ql NAA+probe
43204-7	HPIV2 Ab CSF-aCnc
7979-8	HPIV2 Ab Ser-aCnc
24294-1	HPIV2 Ab sp1 Titr Ser
24220-6	HPIV2 Ab sp1 Titr Ser CF
24295-8	HPIV2 Ab sp2 Titr Ser
24221-4	HPIV2 Ab sp2 Titr Ser CF
22438-6	HPIV2 Ab Titr Ser
5269-6	HPIV2 Ab Titr Ser CF
5871-9	HPIV2 Ag Spec Ql IF
41405-2	HPIV2 IgG Ser IA-aCnc
76085-0	HPIV2 RNA Nph Ql NAA+probe
53253-1	HPIV2 RNA # Spec NAA+probe
29909-9	HPIV2 RNA Spec Ql NAA+probe
46200-2	HPIV3 Ab CSF Ql
43205-4	HPIV3 Ab CSF Ql CF
31552-3	HPIV3 Ab Fld-aCnc
7980-6	HPIV3 Ab Ser-aCnc
24296-6	HPIV3 Ab sp1 Titr Ser
24222-2	HPIV3 Ab sp1 Titr Ser CF
24297-4	HPIV3 Ab sp2 Titr Ser
24223-0	HPIV3 Ab sp2 Titr Ser CF
22439-4	HPIV3 Ab Titr Ser
5270-4	HPIV3 Ab Titr Ser CF
31928-5	HPIV3 Ag Spec Ql
5873-5	HPIV3 Ag Spec Ql IF
40985-4	HPIV3 IgG Ser Ql IA
31554-9	HPIV3 IgM Ser-aCnc
76086-8	HPIV3 RNA Nph Ql NAA+probe
53254-9	HPIV3 RNA # Spec NAA+probe
29910-7	HPIV3 RNA Spec Ql NAA+probe
76087-6	HPIV4 RNA Nph Ql NAA+probe
31555-6	HPIV Ab Ser-aCnc
42982-9	HPIV Ab Titr Ser
49713-1	HPIV Ab Titr Ser CF
26855-7	HPIV Ab Titr Ser IF
43366-4	HPIV Ag Spec IF
31929-3	HPIV Ag Spec Ql
13327-2	HPIV Ag Spec Ql IF
21442-9	HPIV Nose Cult
40436-8	HPIV Spec Cult
7975-6	HPV Ab Genital Ql
22434-5	HPV Ab Tiss Ql
6512-8	HPV Ab Tiss Ql IA
14501-1	HPV Ag Penis Ql
14502-9	HPV Ag Urth Ql
44550-2	HPV DNA Cvx Ql Probe
91852-4	HPV DNA Genital Ql NAA+probe
49891-5	HPV DNA Spec Ql NAA+probe
16280-0	HPV DNA Spec Ql Probe amp
44545-2	HPV DNA Urth Ql Probe
44546-0	HPV DNA Vag Ql Probe
44549-4	HPV DNA Vag Ql Probe+sig amp
11481-9	HPV Spec
7900-4	H pylori Ab Ser-aCnc
5174-8	H pylori Ab Ser IA-aCnc
22310-7	H pylori Ab Ser Ql
6419-6	H pylori Ab Ser Ql IF
16533-2	H pylori Ab Titr Ser
5175-5	H pylori Ab Titr Ser LA
31843-6	H pylori Ag Stl Ql
17780-8	H pylori Ag Stl Ql IA
49101-9	H pylori DNA Spec Ql NAA+probe
7901-2	H pylori IgA Ser-aCnc
6420-4	H pylori IgA Ser IA-aCnc
16125-7	H pylori IgA Ser Ql
40820-3	H pylori IgA Titr Ser
7902-0	H pylori IgG Ser-aCnc
5176-3	H pylori IgG Ser IA-aCnc
17859-0	H pylori IgG SerPl Ql IA
16126-5	H pylori IgG Ser Ql
7903-8	H pylori IgM Ser-aCnc
5177-1	H pylori IgM Ser IA-aCnc
587-6	H pylori Spec Ql Cult
96510-3	HRTV IgG Spec Ql IA
96534-3	HRTV IgM Spec Ql IA
94183-1	HRTV RNA Spec Ql NAA+probe
70056-7	H saaremaa IgG SerPl Ql IF
70057-5	H saaremaa IgM SerPl Ql IF
70060-9	H seoul IgG SerPl Ql IF
94101-3	H seoul IgG SerPl Ql Line blot
94100-5	H seoul IgM SerPl Ql Line blot
35875-4	HSV1+2 Ab CSF-aCnc
13505-3	HSV1+2 Ab pattern Ser-Imp
33292-4	HSV1+2 Ab Titr CSF IF
34655-1	HSV1+2 DNA # CSF NAA+probe
32141-4	HSV1+2 DNA CSF Ql NAA+probe
49381-7	HSV1+2 DNA # Spec NAA+probe
20444-6	HSV1+2 DNA Spec Ql NAA+probe
44481-0	HSV1+2 IgG CSF Ql
33293-2	HSV1+2 IgG CSF Ql IB
31411-2	HSV1+2 IgG Ser-aCnc
27948-9	HSV1+2 IgG Ser IA-aCnc
36921-5	HSV1+2 IgG Ser Ql
49848-5	HSV1+2 IgG Ser Ql IB
34613-0	HSV1+2 IgG Titr Ser
41150-4	HSV1+2 IgM CSF Ql
43030-6	HSV1+2 IgM Ser-aCnc
41399-7	HSV1+2 IgM Ser IA-aCnc
41149-6	HSV1+2 IgM Ser Ql
30355-2	HSV1+2 IgM Ser Ql IF
39571-5	HSV1+2 IgM Titr CSF
22331-3	HSV1 Ab CSF Ql
29237-5	HSV1 Ab Fld-aCnc
7908-7	HSV1 Ab Ser-aCnc
31846-9	HSV1 Ag Genital Ql
5844-6	HSV1 Ag Genital Ql IF
44473-7	HSV1 Ag Penis Ql
5845-3	HSV1 Ag Skin Ql IF
5846-1	HSV1 Ag Spec Ql IF
49985-5	HSV1 DNA # Bld NAA+probe
49987-1	HSV1 DNA # CSF NAA+probe
16952-4	HSV1 DNA CSF Ql NAA+probe
49986-3	HSV1 DNA # Fld NAA+probe
16130-7	HSV1 DNA Spec Ql NAA+probe
50661-8	HSV1 DNA # Ur NAA+probe
16948-2	HSV1 IgG CSF-aCnc
7909-5	HSV1 IgG Ser-aCnc
5206-8	HSV1 IgG Ser IA-aCnc
17850-9	HSV1 IgG Ser Ql
16949-0	HSV1 IgG sp1 Ser-aCnc
22333-9	HSV1 IgG Titr CSF
13251-4	HSV1 IgM CSF-aCnc
7910-3	HSV1 IgM Ser-aCnc
5207-6	HSV1 IgM Ser IA-aCnc
14087-1	HSV1 IgM Titr CSF IF
21326-4	HSV1 IgM Titr Ser
50758-2	HSV1 IgM Titr Ser IF
14084-8	HSV1 Islt Ql IF
44464-6	HSV1 Skin Ql Cult
16291-7	HSV1 Spec Ql Cult
44493-5	HSV2 Ab CSF Ql
44492-7	HSV2 Ab CSF Ql IF
29236-7	HSV2 Ab Fld-aCnc
44491-9	HSV2 Ab Fld Ql
7911-1	HSV2 Ab Ser-aCnc
5208-4	HSV2 Ab Ser IA-aCnc
13323-1	HSV2 Ab Ser IF-aCnc
48784-3	HSV2 Ab Ser Ql IA
31849-3	HSV2 Ag Genital Ql
5848-7	HSV2 Ag Skin Ql IF
31851-9	HSV2 Ag Spec Ql
5849-5	HSV2 Ag Spec Ql IF
44503-1	HSV2 DNA Amn Ql NAA+probe
49988-9	HSV2 DNA # Bld NAA+probe
16960-7	HSV2 DNA CSF Ql NAA+probe
16131-5	HSV2 DNA Spec Ql NAA+probe
44487-7	HSV2 Genital Ql Cult
16956-5	HSV2 IgG CSF-aCnc
7912-9	HSV2 IgG Ser-aCnc
5209-2	HSV2 IgG Ser IA-aCnc
17851-7	HSV2 IgG Ser Ql
22337-0	HSV2 IgG Titr CSF
13252-2	HSV2 IgM CSF-aCnc
43026-4	HSV2 IgM CSF Ql
7913-7	HSV2 IgM Ser-aCnc
5210-0	HSV2 IgM Ser IA-aCnc
32688-4	HSV2 IgM Ser Ql
21327-2	HSV2 IgM Titr Ser
26927-4	HSV2 IgM Titr Ser IF
31413-8	HSV Ab CSF-aCnc
44504-9	HSV Ab Fld Ql IF
7907-9	HSV Ab Ser-aCnc
52977-6	HSV Ab Ser CF-aCnc
5202-7	HSV Ab Ser IA-aCnc
22339-6	HSV Ab Ser Ql
9454-0	HSV Ab Titr CSF CF
22341-2	HSV Ab Titr Ser
5204-3	HSV Ab Titr Ser CF
44513-0	HSV Ag Bronch Ql IF
44515-5	HSV Ag Cvx Ql IA
44516-3	HSV Ag Cvx Ql IF
44511-4	HSV Ag Eye Ql
31852-7	HSV Ag Genital Ql
5851-1	HSV Ag Genital Ql IF
44512-2	HSV Ag Nose Ql
31853-5	HSV Ag Ser Ql
29957-8	HSV Ag Ser Ql IB
5853-7	HSV Ag Skin Ql IF
5854-5	HSV Ag Spec Ql IA
5855-2	HSV Ag Spec Ql IF
35417-5	HSV Anal Cult
35418-3	HSV Bronch Cult
10680-7	HSV CSF EM
35420-9	HSV Cvx Cult
44517-1	HSV DNA Amn Ql NAA+probe
34451-5	HSV DNA Bld Ql NAA+probe
5013-8	HSV DNA CSF Ql NAA+probe
44518-9	HSV DNA SerPl Ql NAA+probe
5014-6	HSV DNA Spec Ql NAA+probe
35421-7	HSV Ear Cult
32689-2	HSV Eye Cult
5856-0	HSV Genital Cult
9659-4	HSV IgG CSF IA-aCnc
53533-6	HSV IgG Fld Ql IA
9422-7	HSV IgG Ser-aCnc
20446-1	HSV IgG Ser IA-Imp
22342-0	HSV IgG Ser-Imp
40728-8	HSV IgG Ser Ql IA
16944-1	HSV IgM Ser-aCnc
40729-6	HSV IgM Ser Ql IA
44507-2	HSV IgM Ser Ql IF
22343-8	HSV IgM Titr Ser
10350-7	HSV IgM Titr Ser IA
14213-3	HSV IgM Titr Ser IF
5857-8	HSV Islt IF
35425-8	HSV Placenta Cult
5858-6	HSV Skin Cult
5859-4	HSV Spec Cult
35431-6	HSV Tiss Cult
10681-5	HSV Tiss EM
35432-4	HSV Ur Cult
35434-0	HSV Wnd Cult
11260-7	HTLV I Ab Ser Ql IA
44537-9	HTLV I DNA Bld Ql NAA+probe
44536-1	HTLV I DNA Bld Ql Probe
16981-3	HTLV I DNA Spec Ql NAA+probe
26656-9	HTLV II Ab Ser Ql
44542-9	HTLV II DNA Bld Ql NAA+probe
44541-1	HTLV II DNA Bld Ql Probe
16980-5	HTLV II DNA Spec Ql NAA+probe
21346-2	HTLV I+II Ab Patrn CSF IB-Imp
21347-0	HTLV I+II Ab Patrn Ser IB-Imp
44538-7	HTLV I+II Ab Ser Donr Ql
5226-6	HTLV I+II Ab Ser IA-aCnc
22362-8	HTLV I+II Ab Ser Ql
29901-6	HTLV I+II Ab Ser Ql IA
16982-1	HTLV I+II Ab Ser Ql IB
34318-6	HTLV I+II Ab Titr Ser CF
30159-8	HTLV I+II DNA Bld Ql NAA+probe
14019-4	HTLV I+II gp46 Ab SerPl Ql IB
21348-8	HTLV I+II IgG Ser Ql IA
40735-3	HTLV I+II IgG Ser Ql IB
14020-2	HTLV I+II p19 Ab SerPl Ql IB
43299-7	HTLV I+II p19 Ab Ser Ql
14021-0	HTLV I+II p24 Ab SerPl Ql IB
14022-8	HTLV I+II p26 Ab Ser Ql IB
43293-0	HTLV I+II p28 Ab Ser Ql
14023-6	HTLV I+II p28 Ab Ser Ql IB
14024-4	HTLV I+II p32 Ab Ser Ql IB
43301-1	HTLV I+II p36 Ab Ser Ql
14025-1	HTLV I+II p36 Ab Ser Ql IB
43295-5	HTLV I+II p53 Ab Ser Ql
14026-9	HTLV I+II p53 Ab Ser Ql IB
14027-7	HTLV I+II rgp21 Ab SerPl Ql IB
5019-5	HTLV I+II RNA Spec Ql NAA+probe
13289-4	HTNV Ab Ser-aCnc
7895-6	HTNV IgG Ser-aCnc
70052-6	HTNV IgG SerPl Ql IF
7896-4	HTNV IgM Ser-aCnc
70053-4	HTNV IgM SerPl Ql IF
31535-8	Hu Ab Ser-aCnc
11088-2	Hu Ab Ser Ql
35278-1	Hu Ab Ser Ql IB
16139-8	Hu Ab Titr CSF
54003-9	hUBF Ab Ser Ql IF
54004-7	hUBF Ab Titr Ser IF
31536-6	Hu IgG Ser-aCnc
68993-5	Human RNase P RNA Spec Ql NAA+probe
2436-4	HVA 24h Ur-mRate
25930-9	HVA 24h Ur-sCnc
14783-5	HVA 24h Ur-sRate
25931-7	HVA/Creat 24h Ur-sRto
51994-2	HVA/Creat ?Tm Ur
22708-2	HVA/Creat Ur-sRto
14782-7	HVA Ur-sCnc
46264-8	Hx medical device use
11369-6	Hx of Immunization
10160-0	Hx of Medication use
11348-0	Hx of Past illness
10164-2	Hx of Pres illness
8691-8	Hx of Travel
5796-8	Hyaline Casts #/area UrnS LPF
51484-4	Hyaline Casts # Ur Auto
25162-9	Hyaline Casts UrnS Ql Micro
29240-9	Hyaluronate Fld-mCnc
51706-0	Hyaluronate Plr-mCnc
44383-8	Hyaluronate Plr Ql
12736-5	Hyaluronate SerPl-mCnc
18306-1	Hydatid Cyst Aspirate IH Stn
10683-1	Hydatid Cyst Aspirate ImStn
10684-9	Hydatid Cyst Liver Wet Prep
10685-6	Hydatid Cyst Lung tiss Wet Prep
11474-4	Hydatid Cyst Spec Wet Prep
4280-4	hydrOXYzine Dose
3686-3	hydrOXYzine SerPl-mCnc
11240-9	hydrOXYzine Ur-mCnc
33249-4	Hyperchromia Bld Ql Smear
76069-4	%HYPO/100 RBC NFr Bld Auto
30400-6	Hypochromia Bld Ql
15180-3	Hypochromia Bld Ql Auto
728-6	Hypochromia Bld Ql Smear
2453-9	Hypoxanthine Ser-mCnc
17004-3	Hypoxanthine Ur-mCnc
1059-5	I Ab SerPl Donr Ql
26704-7	I belli Stl Ql IF
35040-5	Ib Lymphs # Bld
33832-7	Ib Lymphs # Bld Manual
34920-9	Ib Lymphs/leuk NFr Bld
33833-5	Ib Lymphs/leuk NFr Bld Manual
4281-2	Ibuprofen Dose
49868-3	Ibuprofen IgE Qn
3687-1	Ibuprofen SerPl-mCnc
32082-0	Ibuprofen SerPl-sCnc
35614-7	Ibuprofen SerPl Scn-mCnc
14071-5	Ibuprofen Ur Ql
48997-1	IC IgG Fld C1Q Bind-mCnc
42639-5	IC IgG SerPl C1Q Bind-aCnc
48419-6	IC IgG SerPl C1Q Bind-mCnc
73642-1	Iclaprim Islt KB
73619-9	Iclaprim Islt MIC
73597-7	Iclaprim Susc Islt
31441-9	ICS Ab Ser-aCnc
17021-7	ICS Ab Ser IF-aCnc
17020-9	ICS Ab Ser Ql IF
9424-3	ICS Ab Titr Ser
5228-2	IC SerPl-aCnc
27831-7	IC SerPl C1Q Bind-aCnc
44391-1	IC SerPl Ql C1Q Bind
11564-2	IF Ab Ser-aCnc
30530-0	IF Ab Ser Ql
24383-2	IF Ab Ser Ql IA
5233-2	IF Ab Ser Ql RIA
12731-6	IFN-A SerPl-aCnc
33820-2	IFN-A SerPl-mCnc
34607-2	IFN-B Ab SerPl-aCnc
29647-5	IFN-B Ab SerPl Ql
35139-5	IFN-B Ab Titr SerPl
27871-3	IFN-B IgG SerPl-aCnc
12730-8	IFN-B SerPl-aCnc
4649-0	IFN Ser-aCnc
35347-4	IF Spec
17005-0	IgA1 CSF-mCnc
6886-6	IgA1 Ser-mCnc
26871-4	IgA 24h Ur-mCnc
6939-3	IgA2 Ser-mCnc
49907-9	IgA Ag Tiss Ql IF
2457-0	IgA CSF-mCnc
42206-3	IgA CSF/SerPl
15181-1	IgA Fld-mCnc
13312-4	IgA IgG SerPl-aCnc
48665-4	IgA.IT Ser+CSF-mCnc
54900-6	IgA Prt-mCnc
6938-5	IgA Sal-mCnc
2458-8	IgA SerPl-mCnc
76487-8	IgA SerPl-sCnc
15182-9	IgA Ser Ql IEP
44582-5	IgA Skin Ql IF
6779-3	IgA Ur IA-mCnc
25444-1	IgA Ur Ql IEP
2460-4	IgD Ser-mCnc
30081-4	IgD Ser Ql IFE
2462-0	IgE Ser-mCnc
19113-0	IgE SerPl-aCnc
83102-4	IgE SerPl IA-aCnc
30082-2	IgE Ser Ql IFE
45167-4	IgE Spec-mCnc
42512-4	IgE Ur-aCnc
12722-5	IGF BP1 SerPl-mCnc
57668-6	IGF BP3 10M p chal SerPl-mCnc
33654-5	IGF BP3 1h p chal SerPl-mCnc
2483-6	IGF BP3 SerPl-mCnc
33808-7	IGF BP3 SerPl-sCnc
56523-4	IGF-I 15M p chal SerPl-mCnc
17019-1	IGF-I 2h p chal SerPl-mCnc
13896-6	IGF-I Bld-aCnc
32023-4	IGF-I Bld-mCnc
2484-4	IGF-I SerPl-mCnc
29775-4	IGF-I SerPl-sCnc
73561-3	IGF-I Z-score SerPl
25759-2	IGF sp11 p chal SerPl-sCnc
25760-0	IGF sp12 p chal SerPl-sCnc
25766-7	IGF sp4 p chal SerPl-sCnc
25768-3	IGF sp6 p chal SerPl-sCnc
2466-1	IgG1 Ser-mCnc
2467-9	IgG2 Ser-mCnc
2468-7	IgG3 Ser-mCnc
2469-5	IgG4 Ser-mCnc
14117-6	IgG/Alb clear Ser+CSF-Rto
33948-1	IgG/Creat Ur
2464-6	IgG CSF-mCnc
76489-4	IgG CSF-sCnc
42207-1	IgG CSF/SerPl
15183-7	IgG Fld-mCnc
48666-2	IgG.IT Ser+CSF-mCnc
14339-6	IgG MFr CSF
54901-4	IgG Prt-mCnc
55974-0	IgG Ser ID-mCnc
2465-3	IgG SerPl-mCnc
77177-4	IgG SerPl-sCnc
15184-5	IgG Ser Ql IEP
18301-2	IgG Ser Ql IFE
6780-1	IgG Ur Elph-mCnc
6781-9	IgG Ur IA-mCnc
33415-1	IgG Ur-mCnc
25445-8	IgG Ur Ql IEP
18302-0	IgG Ur Ql IFE
76490-2	IgG Ur-sCnc
44600-5	IgM 24h Ur Ql IFE
2471-1	IgM CSF-mCnc
42208-9	IgM CSF/SerPl
15185-2	IgM Fld-mCnc
48667-0	IgM.IT Ser+CSF-mCnc
54902-2	IgM Prt-mCnc
55925-2	IgM Ser Elph-mCnc
2472-9	IgM SerPl-mCnc
76491-0	IgM SerPl-sCnc
17009-2	IgM Ser Ql
15186-0	IgM Ser Ql IEP
6783-5	IgM Ur Elph-mCnc
6784-3	IgM Ur IA-mCnc
12729-0	IGNF SerPl-aCnc
49909-5	Il10 CSF-mCnc
49733-9	Il10 Fld-mCnc
26848-2	Il10 SerPl-mCnc
47317-3	Il12 Fld IA-mCnc
41760-0	Il12 SerPl-mCnc
33821-0	Il1Alpha SerPl-mCnc
49717-2	Il1Beta Fld-mCnc
13629-1	Il1Beta SerPl-mCnc
34407-7	Il1 SerPl-mCnc
43171-8	Il2Recep SerPl-aCnc
24458-2	Il2Recep SerPl-mCnc
33939-0	Il2 SerPl-mCnc
27161-9	Il4 SerPl-mCnc
33938-2	Il5 SerPl-mCnc
49919-4	Il6 CSF-mCnc
49732-1	Il6 Fld-mCnc
26881-3	Il6 SerPl-mCnc
44322-6	Il6 SerPl Ql
49714-9	Il8 Fld-mCnc
33211-4	Il8 SerPl-mCnc
96520-2	ILHV IgG Spec Ql IA
96523-6	ILHV IgM Spec Ql IA
97948-4	ILHV RNA Spec Ql NAA+probe
25221-3	Imipenem 10 ug/mL Islt SlowMyco
4282-0	Imipenem Dose
35819-2	Imipenem+EDTA Islt Grad strip
54172-2	Imipenem+EDTA Islt KB
54171-4	Imipenem+EDTA Islt MIC
54170-6	Imipenem+EDTA Susc Islt
7019-3	Imipenem Islt Grad strip
280-8	Imipenem Islt KB
279-0	Imipenem Islt MIC
278-2	Imipenem Islt MLC
23613-3	Imipenem Islt SlowMyco
17010-0	Imipenem SerPl-mCnc
25257-7	Imipenem Spec-mCnc
18932-4	Imipenem Susc Islt
281-6	Imipenem Titr SBT
4283-8	Imipramine Dose
3690-5	Imipramine SerPl-mCnc
15107-6	Imipramine SerPl-sCnc
3692-1	Imipramine Ur-mCnc
93232-7	Imi+Rel Islt Grad strip
85424-0	Imi+Rel Islt MIC
96372-8	Imi+Rel Susc Islt
34910-0	Imm Basophils # Bld
34911-8	Imm Basophils/leuk NFr Bld
33786-5	Imm Basophils/leuk NFr Bld Manual
34912-6	Imm Eosinophil # Bld
34913-4	Imm Eosinophil/leuk NFr Bld
33803-8	Imm Eosinophil/leuk NFr Bld Manual
51584-1	Imm Granulocytes # Bld
53115-2	Imm Granulocytes # Bld Auto
40715-5	Imm Granulocytes Bld Ql
34165-1	Imm Granulocytes Bld Ql Auto
38518-7	Imm Granulocytes/leuk NFr Bld
71695-1	Imm Granulocytes/leuk NFr Bld Auto
34924-1	Imm Moncytes # Bld
34925-8	Imm Moncytes/leuk NFr Bld
51636-9	Imm Retics #
33516-6	Imm Retics NFr
34550-4	Immunoglobulin Pnl Ser-mCnc
638-7	India Ink Prep CSF
666-8	India Ink Prep Spec
31033-4	Indinavir SerPl-mCnc
30307-3	Indinavir Susc Islt
34782-3	Infectious disease Note
72623-2	inFLIXimab Ab SerPl-mCnc
39803-2	inFLIXimab SerPl-mCnc
37989-1	Inhalant Allerg Mix 8 IgE Ql
3150-0	Inhaled O2 concentration
3151-8	Inhaled O2 flow rate
23883-2	Inhibin A SerPl-mCnc
34319-4	Inhibin B SerPl-mCnc
27174-2	Inhibin SerPl-aCnc
2478-6	Inhibin SerPl-mCnc
34714-6	INR Bld
46418-0	INR BldC
6301-6	INR PPP
27834-1	Insulin 1.5h p 75 g Glc PO SerPl-aCnc
40290-9	Insulin 1.5h p chal SerPl-sCnc
27830-9	Insulin 1h p 75 g Glc PO SerPl-aCnc
27863-0	Insulin 2.5h p chal SerPl-aCnc
56946-7	Insulin 2D p chal SerPl-aCnc
27860-6	Insulin 2h p 75 g Glc PO SerPl-aCnc
27826-7	Insulin 2h p chal SerPl-aCnc
30362-8	Insulin 30M p 75 g Glc PO SerPl-aCnc
47663-0	Insulin 30M p Glc SerPl-aCnc
12757-1	Insulin 30M pre chal SerPl-mCnc
27828-3	Insulin 3h p chal SerPl-aCnc
27852-3	Insulin 5h p chal SerPl-aCnc
55389-1	Insulin 5h p chal SerPl-sCnc
8072-1	Insulin Ab Ser-aCnc
56546-5	Insulin Ab Ser IA-aCnc
2482-8	Insulin Ab Ser-mCnc
2481-0	Insulin Ab Ser Ql
5232-4	Insulin Ab Ser RIA-aCnc
60463-7	Insulin Ab Ser-sCnc
11087-4	Insulin Ab Titr Ser
8073-9	Insulin Bovine Ab Ser-aCnc
6147-3	Insulin Bovine IgE Qn
15792-5	Insulin Bovine IgE RAST Ql
1570-1	Insulin BS SerPl-mCnc
6901-3	Insulin Free SerPl-aCnc
43942-2	Insulin Free SerPl-mCnc
25447-4	Insulin Free SerPl-sCnc
8074-7	Insulin Human Ab Ser-aCnc
6148-1	Insulin Human IgE Qn
15793-3	Insulin Human IgE RAST Ql
56533-3	Insulin IgG Ser-aCnc
1573-5	Insulin p 12h fast SerPl-mCnc
27873-9	Insulin p fast SerPl-aCnc
47862-8	Insulin p meal SerPl-aCnc
8075-4	Insulin Porcine Ab Ser-aCnc
6149-9	Insulin Porcine IgE Qn
15794-1	Insulin Porcine IgE RAST Ql
20448-7	Insulin SerPl-aCnc
3695-4	Insulin SerPl-mCnc
14796-7	Insulin SerPl-sCnc
33809-5	Insulin sp10 p chal SerPl-aCnc
33810-3	Insulin sp11 p chal SerPl-aCnc
25686-7	Insulin sp11 p chal SerPl-sCnc
33811-1	Insulin sp12 p chal SerPl-aCnc
33812-9	Insulin sp13 p chal SerPl-aCnc
33813-7	Insulin sp14 p chal SerPl-aCnc
33814-5	Insulin sp15 p chal SerPl-aCnc
25690-9	Insulin sp15 p chal SerPl-sCnc
33815-2	Insulin sp1 p chal SerPl-aCnc
50501-6	Insulin sp1 SerPl-aCnc
33816-0	Insulin sp2 p chal SerPl-aCnc
12739-9	Insulin sp2 p chal SerPl-mCnc
50502-4	Insulin sp2 SerPl-aCnc
33817-8	Insulin sp3 p chal SerPl-aCnc
50503-2	Insulin sp3 SerPl-aCnc
27832-5	Insulin sp4 p chal SerPl-aCnc
12741-5	Insulin sp4 p chal SerPl-mCnc
50504-0	Insulin sp4 SerPl-aCnc
27874-7	Insulin sp5 p chal SerPl-aCnc
50505-7	Insulin sp5 SerPl-aCnc
27875-4	Insulin sp6 p chal SerPl-aCnc
50506-5	Insulin sp6 SerPl-aCnc
27867-1	Insulin sp7 p chal SerPl-aCnc
12744-9	Insulin sp7 p chal SerPl-mCnc
25697-4	Insulin sp7 p chal SerPl-sCnc
50507-3	Insulin sp7 SerPl-aCnc
33818-6	Insulin sp8 p chal SerPl-aCnc
50508-1	Insulin sp8 SerPl-aCnc
33819-4	Insulin sp9 p chal SerPl-aCnc
18234-5	Insulin Usub Ql
33042-3	Interpretation 24h Ur IFE-Imp
49272-8	Interpretation CSF IEP-Imp
40685-0	Interpretation CSF IEP-Imp
13174-8	Interpretation CSF IFE-Imp
49273-6	Interpretation Fld IFE-Imp
32821-1	Interpretation Fld IFE-Imp
49274-4	Interpretation SerPl IEP-Imp
13169-8	Interpretation SerPl IEP-Imp
25700-6	Interpretation SerPl IFE-Imp
34440-8	Interpretation Ur IEP-Imp
13440-3	Interpretation Ur IFE-Imp
2491-9	Inulin Cl 24h Ur+SerPl-vRate
76213-8	Invasive dias BP
76215-3	Invasive sys BP
25936-6	Iodine 24h Ur-sCnc
